"MAJCOM, FOA, Etc",Organizational Level,Finding Type,Quantity,Item(s) discovered,Location
ACC,squadron,pornography,1,Movie,Workplace Common Area
ACC,squadron,inappropriate/offensive,2,Magazines,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Movie,Workplace Common Area
ACC,squadron,inappropriate/offensive,2,Movie,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Movie,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,joke display item,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,joke complaint folder,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,joke display item,Workplace Common Area
ACC,squadron,inappropriate/offensive,2,Magazine,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Video clip,Shared drive
ACC,squadron,inappropriate/offensive,1,Book with suggestive cover and text,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Movie,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,TV show clip,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Movie,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,"""demotivational"" posters ppt",NIPR Shared Drive
ACC,squadron,unprofessional,33,"""Doofer books"" - Stories with explicit language",Workplace Common Area
ACC,squadron,inappropriate/offensive,1,TV clip,Shared drive
ACC,squadron,inappropriate/offensive,1,Derogatory photo,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Magazine,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Song w/reference to drug use,NIPR
ACC,squadron,inappropriate/offensive,2,Magazine,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Movie,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,display item,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Magazine,Workplace Common Area
ACC,squadron,inappropriate/offensive,2,Ads,NIPR
ACC,squadron,inappropriate/offensive,1,Photo w/inappropriate hand gesture,Shared drive
ACC,squadron,inappropriate/offensive,1,Movie,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Movie poster,Workplace Common Area
ACC,squadron,inappropriate/offensive,7,"""joke"" billboards and road signs with inappropriate content",shared drive
ACC,squadron,inappropriate/offensive,1,TV clip,NIPR
ACC,squadron,inappropriate/offensive,1,Movie,Workplace Common Area
ACC,squadron,inappropriate/offensive,5,Magazine,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Movie,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,"""motivational"" poster",computer
ACC,squadron,inappropriate/offensive,1,Sign,Shower
ACC,squadron,unprofessional,18,Nose art,shared drive
ACC,squadron,inappropriate/offensive,1,Radio show excerpts (language),NIPR
ACC,squadron,inappropriate/offensive,1,Sign (language),NIPR
ACC,squadron,inappropriate/offensive,2,Magazine,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,TV special,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Shotglass w/inappropriate label,Workplace Common Area
ACC,squadron,unprofessional,1,Patch,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Movie,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Song w/reference to drug use,NIPR
ACC,squadron,inappropriate/offensive,1,Magazine,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Movie,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Movie,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Blooper videos,NIPR
ACC,squadron,inappropriate/offensive,5,Derogatory cartoon strips,Shared drive
ACC,squadron,inappropriate/offensive,1,Movie,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Shotglass w/inappropriate label,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Magazine,Ladies Restroom
ACC,squadron,inappropriate/offensive,1,Inappropriate text typed on computer screen,Services/Supply Computer Scre
ACC,squadron,inappropriate/offensive,1,Catalog,Ladies Restroom
ACC,squadron,inappropriate/offensive,1,File w/inappropriate macro animation,NIPR Shared Drive
ACC,squadron,inappropriate/offensive,1,Video clip,NIPR
ACC,squadron,inappropriate/offensive,1,Images on slide,NIPR
ACC,squadron,pornography,1,Images on slide,NIPR
ACC,squadron,unprofessional,1,Ledger (language),Workplace Common Area
ACC,squadron,unprofessional,5,"Ledger (language, image)",Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Video,NIPR
ACC,squadron,inappropriate/offensive,2,Magazine,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Images on slides,NIPR
ACC,squadron,inappropriate/offensive,1,Acronym in file names,NIPR
ACC,squadron,inappropriate/offensive,1,Inappropriate photos on slide,SIPR
ACC,squadron,inappropriate/offensive,1,Calendar,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Calendar,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Inappropriate photos on slide,SIPR
ACC,squadron,inappropriate/offensive,1,3 GB audio files - some inappropriate lyrics/suggestive themed music; not specifically quantifie,Music computer in vault
ACC,squadron,inappropriate/offensive,2,Video clip,NIPR Shared Drive
ACC,squadron,inappropriate/offensive,12,Magazines,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Poster,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Photos in brief,SIPR
ACC,squadron,inappropriate/offensive,1,Photo (1980's),Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Fake billboard,NIPR
ACC,squadron,inappropriate/offensive,1,Fake billboard,NIPR
ACC,squadron,inappropriate/offensive,1,Joke,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Fake sign (derogatory),NIPR
ACC,squadron,inappropriate/offensive,1,Derogatory comparison list,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Document name,Shared Drive
ACC,squadron,inappropriate/offensive,1,Cartoon,NIPR
ACC,squadron,unprofessional,1,List of call signs,NIPR
ACC,squadron,inappropriate/offensive,1,Derogatory photo caption,NIPR
ACC,squadron,inappropriate/offensive,1,Book cover,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Language on slide,NIPR
ACC,squadron,inappropriate/offensive,1,Picture and caption,NIPR
ACC,squadron,inappropriate/offensive,1,Song with inappropriate lyrics,NIPR Shared Drive
ACC,squadron,unprofessional,6,Scripts for social events w/language,NIPR
ACC,squadron,inappropriate/offensive,1,Image/caption,NIPR
ACC,squadron,inappropriate/offensive,1,Cartoon,NIPR
ACC,squadron,inappropriate/offensive,1,Image,NIPR
ACC,squadron,unprofessional,1,Historic photo with inappropriate images in background,Shared Drive
ACC,squadron,unprofessional,1,Historic photo of inappropriate troop entertainment,Shared Drive
ACC,squadron,inappropriate/offensive,1,Song w/inappropriate lyrics,NIPR Shared Drive
ACC,squadron,inappropriate/offensive,1,Magazines,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Movie-based advertisement,Shared drive
ACC,squadron,inappropriate/offensive,1,Advertisement,Dorm - Common area
ACC,squadron,inappropriate/offensive,1,Fake billboard,NIPR
ACC,squadron,unprofessional,1,Cartoon depictions in Air Force Instruction,NIPR
ACC,squadron,inappropriate/offensive,1,Video,NIPR Shared Drive
ACC,squadron,inappropriate/offensive,1,Magazine,Gym
ACC,squadron,inappropriate/offensive,1,Magazine,Male's Bathroom
ACC,squadron,inappropriate/offensive,1,Movie video clip,NIPR Shared Drive
ACC,squadron,unprofessional,1,Slide,NIPR
ACC,squadron,inappropriate/offensive,6,Mugs,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Video clip,NIPR
ACC,squadron,inappropriate/offensive,1,Sign,NIPR
ACC,squadron,inappropriate/offensive,2,Images on spreadhseet,NIPR
ACC,squadron,inappropriate/offensive,1,Illustration,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Joke form,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Image,Shared Drive
ACC,squadron,inappropriate/offensive,1,Picture,shared drive
ACC,squadron,inappropriate/offensive,1,Artwork,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Powerpoint presentation,NIPR
ACC,squadron,inappropriate/offensive,1,Language in document,NIPR
ACC,squadron,inappropriate/offensive,1,Documents and audio files; not specifically quantified,shared drive
ACC,squadron,inappropriate/offensive,1,Audio,shared drive
ACC,squadron,inappropriate/offensive,1,Picture,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Autographed picture,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Autographed poster,Workplace Common Area
ACC,squadron,inappropriate/offensive,2,Postcards w/inappropriate photos,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Inappropriate images on slides,NIPR
ACC,squadron,inappropriate/offensive,1,Poster,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Birthday card w/inappropriate image,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,baseball hat w/offensive wording,Workplace Common Area
ACC,squadron,inappropriate/offensive,3,Social pictures w/inappropriate content,shared drive
ACC,squadron,inappropriate/offensive,1,Magnet,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Magnet,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,TV show DVD,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Beer sign,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Song w/suggestive lyrics,NIPR
ACC,squadron,inappropriate/offensive,1,magazine cover,Workplace Common Area
ACC,squadron,inappropriate/offensive,2,model calendar,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,billboard photo,NIPR
ACC,squadron,inappropriate/offensive,1,fake billboard,NIPR
ACC,squadron,inappropriate/offensive,1,fake billboard,NIPR
ACC,squadron,unprofessional,1,Binder containing 10 vulgar songs (1994),Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Image on birthday gift bag,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Image,Shared drive
ACC,squadron,inappropriate/offensive,1,Image,Shared drive
ACC,squadron,inappropriate/offensive,3,Photos,shared drive
ACC,squadron,inappropriate/offensive,1,Joke book w/some suggestive jokes,Workplace Common Area
ACC,squadron,inappropriate/offensive,2,books with suggested callsigns,Workplace Common Area
ACC,squadron,inappropriate/offensive,2,bottles of expired medication,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Advertisement,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Video,NIPR
ACC,squadron,inappropriate/offensive,1,Brochure,Workplace Common Area
ACC,squadron,inappropriate/offensive,2,TV commercial,NIPR Shared Drive
ACC,squadron,inappropriate/offensive,1,Fake ad,Workplace Common Area
ACC,squadron,unprofessional,1,Call sign auction and morale guide (language and innuendo),NIPR
ACC,squadron,inappropriate/offensive,1,Cartoon,Shared Drive
ACC,squadron,inappropriate/offensive,1,Fake commercial,NIPR
ACC,squadron,inappropriate/offensive,1,Car mag,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Commercial,NIPR
ACC,squadron,inappropriate/offensive,1,SPIN w/suggestive codeword,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Stand up comedy file,computer files
ACC,squadron,inappropriate/offensive,3,Catalogs,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,CD with inappropriate pics,Workplace Common Area
ACC,squadron,unprofessional,3,CDs of songs w/vulgar language,Snack bar CD-Player
ACC,squadron,inappropriate/offensive,5,CDs w/ Explicit titles and lyrics,Workplace Common Area
ACC,squadron,unprofessional,1,Challenge coin,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Cartoon,NIPR
ACC,squadron,inappropriate/offensive,1,Picture,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Video,NIPR
ACC,squadron,inappropriate/offensive,4,Explicit Language/Suggestive Pics on Ceiling tiles,Squadron heritage Room
ACC,squadron,inappropriate/offensive,1,TV clip,SIPR
ACC,squadron,inappropriate/offensive,1,Video,SIPR
ACC,squadron,unprofessional,1,Coin (non-explicit),Workplace Common Area
ACC,squadron,unprofessional,6,coins with inappropriate images,Workplace Common Area
ACC,squadron,unprofessional,3,Coins with inappropriate images,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Movie clip,SIPR
ACC,squadron,inappropriate/offensive,3,Comedy songs with inappropriate language,computer files
ACC,squadron,inappropriate/offensive,5,Comedy videos with inappropriate language,computer files
ACC,squadron,inappropriate/offensive,1,Comic picture containing offensive caption,NIPR
ACC,squadron,inappropriate/offensive,1,comic strip,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,comic strip,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,comic strips with profane language,NIPR
ACC,squadron,inappropriate/offensive,1,Comic-type Joke,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,commercial,NIPR Shared Drive
ACC,squadron,inappropriate/offensive,1,commercial,SIPR
ACC,squadron,inappropriate/offensive,1,Commercial,DVD
ACC,squadron,inappropriate/offensive,1,Common area poster,Workplace Common Area
ACC,squadron,inappropriate/offensive,7,Culturally insensitive slides,SIPR
ACC,squadron,inappropriate/offensive,1,inappropriate image on slide,SIPR
ACC,squadron,unprofessional,3,photo of patch (language/innuendo),Workplace Common Area
ACC,squadron,inappropriate/offensive,2,photos with inappropriate captions,shared drive
ACC,squadron,inappropriate/offensive,3,TV/Movie VHS/DVDs,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Joke handbook (derogatory/vulgar),NIPR
ACC,squadron,inappropriate/offensive,2,Magazine,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Derogatory photo caption,NIPR Shared Drive
ACC,squadron,inappropriate/offensive,1,Newspaper cover,Workplace Common Area
ACC,squadron,inappropriate/offensive,2,Workout videos w/sexual references,NIPR
ACC,squadron,inappropriate/offensive,1,Crud rules (language),Officer's Club
ACC,squadron,inappropriate/offensive,1,Derogatory cartoon,NIPR Shared Drive
ACC,squadron,inappropriate/offensive,1,culturally insensitive slide,SIPR
ACC,squadron,inappropriate/offensive,1,culturally insensitive slide,SIPR
ACC,squadron,inappropriate/offensive,1,autographed cheerleader picture,Heritage Room
ACC,squadron,unprofessional,1,Naming ROE - inappropriate language/references,NIPR
ACC,squadron,unprofessional,1,Handbook promoting unprofessional behavior,NIPR
ACC,squadron,unprofessional,2,"""Nose art"" decals",Heritage Room
ACC,squadron,inappropriate/offensive,1,deck of playing cards,Workplace Common Area
ACC,squadron,inappropriate/offensive,2,display items,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,decorative sign w/profanity,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Video,NIPR Shared Drive
ACC,squadron,unprofessional,1,"deployed log (language, images, derogatory characterizations)",Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Photo showing inappropriate patch,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Photo w/inappropriate gesture,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Photo of mbrs not wearing shirts,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,display item (language),Workplace Common Area
ACC,squadron,inappropriate/offensive,1,figurine,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,images on slides; not specifically quantified,Support Computer (individual w
ACC,squadron,inappropriate/offensive,1,graffiti on dirty vehicle,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,Photo,NIPR Shared Drive
ACC,squadron,inappropriate/offensive,1,Photo,NIPR Shared Drive
ACC,squadron,inappropriate/offensive,1,Video,NIPR
ACC,squadron,inappropriate/offensive,1,Video,NIPR
ACC,squadron,inappropriate/offensive,1,Video,NIPR
ACC,squadron,inappropriate/offensive,1,Video,NIPR
ACC,squadron,inappropriate/offensive,1,Photo,NIPR
ACC,squadron,inappropriate/offensive,1,Video,NIPR
ACC,squadron,inappropriate/offensive,1,Video,NIPR
ACC,squadron,inappropriate/offensive,1,doc w/inappropriate language,NIPR
ACC,squadron,inappropriate/offensive,1,doc w/personal content,NIPR Shared Drive
ACC,squadron,inappropriate/offensive,1,doc w/inappropriate language,NIPR Shared Drive
ACC,squadron,inappropriate/offensive,1,doc w/inappropriate language,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,fake dollar bill,Workplace Common Area
ACC,squadron,inappropriate/offensive,1,video,NIPR
ACC,squadron,inappropriate/offensive,1,video (ad),NIPR Shared Drive
ACC,squadron,inappropriate/offensive,2,drawing,NIPR
ACC,squadron,inappropriate/offensive,1,cartoon w/inappropriate language,Workplace Common Area
ACC,squadron,inappropriate/offensive,7,anatomy drawings,shared drive
ACC,squadron,inappropriate/offensive,1,plaque w/suggestive gesture,Squadron heritage Room
